num_pages_with_shareholder_proposal,Filename,Date Filed,CIK,Form Type,Company Name,pattern_type,occurrence_begin,occurrence_end,diversity
8,edgar/data/829224/0001206774-14-000304.txt,2014-01-24,829224,DEF 14A,STARBUCKS CORP,With resolved,proposal. mr. mcritchie and ms. young beneficially own 100 shares of starbucks common stock. we will,ommendation the starbucks board of directors recommends that shareholders vote against this proposal,0
6,edgar/data/858470/0001308179-14-000071.txt,2014-03-20,858470,DEF 14A,CABOT OIL & GAS CORP,Without resolved,proposal 2 appointment of independent registered public accounting firm the audit committee has appr,the independent registered public accounting firm for the company for its 2014 fiscal year. proposal,0
6,edgar/data/858470/0001308179-14-000071.txt,2014-03-20,858470,DEF 14A,CABOT OIL & GAS CORP,Without resolved,proposal 3 will be approved if a majority of the shares present in person or by proxy at the meeting,ecommends a vote for the approval of the compensation paid to our named executive officers. proposal,0
6,edgar/data/858470/0001308179-14-000071.txt,2014-03-20,858470,DEF 14A,CABOT OIL & GAS CORP,Without resolved,proposal to increase the number of authorized shares of common stock by amending the company s certi,ent to the company s certificate of incorporation. 2014 proxy statement 53 back to contents proposal,0
6,edgar/data/858470/0001308179-14-000071.txt,2014-03-20,858470,DEF 14A,CABOT OIL & GAS CORP,Without resolved,proposal is required for approval of the material terms of performance goals under the 2014 plan. br," board of directors unanimously recommends that you vote for the adoption of the 2014 plan. proposal",0
6,edgar/data/858470/0001308179-14-000071.txt,2014-03-20,858470,DEF 14A,CABOT OIL & GAS CORP,Without resolved,"proposal asks the company to disclose all of its political spending, including payments to trade ass",board of directors unanimously recommends that you vote against approval of the shareholder proposal,0
6,edgar/data/858470/0001308179-14-000071.txt,2014-03-20,858470,DEF 14A,CABOT OIL & GAS CORP,Without resolved,"proposals 2, 3, 4 and 5. for against abstain 2. to ratify the appointment of the firm pricewaterhous"," for its 2014 fiscal year. the board of directors recommends you vote against the following proposal",0
6,edgar/data/865436/0001206774-14-000090.txt,2014-01-10,865436,DEF 14A,WHOLE FOODS MARKET INC,Without resolved,proposal 1 election of directors 5 current nominees 5 corporate governance 8 directors and committee,t the meeting. please see the information included in the proxy statement relating to these proposal,0
6,edgar/data/865436/0001206774-14-000090.txt,2014-01-10,865436,DEF 14A,WHOLE FOODS MARKET INC,Without resolved,proposals to be voted on and related recommendations from the board of directors are as follows: 1 c,s that you vote for ratification of ernst young llp as our independent auditor. shareholder proposal,0
6,edgar/data/865436/0001206774-14-000090.txt,2014-01-10,865436,DEF 14A,WHOLE FOODS MARKET INC,Without resolved,proposals or if you provide your broker with instructions on how to vote. brokers are prohibited fro,commends that you vote for each of the nominees to the board of directors set forth in this proposal,0
6,edgar/data/865436/0001206774-14-000090.txt,2014-01-10,865436,DEF 14A,WHOLE FOODS MARKET INC,Without resolved,"proposal 3 ratification of independent auditor general information the audit committee of the board ","ndent auditor for the fiscal year ending september 28, 2014. vote required approval of this proposal",0
6,edgar/data/865436/0001206774-14-000090.txt,2014-01-10,865436,DEF 14A,WHOLE FOODS MARKET INC,Without resolved,proposal 4 shareholder proposal regarding a policy related to therecovery of unearned management bon,ation the board of directors recommends that shareholders vote against the adoption of this proposal,0
6,edgar/data/865436/0001206774-14-000090.txt,2014-01-10,865436,DEF 14A,WHOLE FOODS MARKET INC,Without resolved,"proposal, we wish to add context to some of these statements and correct any false or misleading sta",ation the board of directors recommends that shareholders vote against the adoption of this proposal,0
6,edgar/data/865436/0001206774-14-000090.txt,2014-01-10,865436,DEF 14A,WHOLE FOODS MARKET INC,Without resolved,"proposals pursuant to sec rule 14a 8, any proposal that a shareholder of the company wishes to have ",e s on the line below. the board of directors recommends you vote for the following company proposal,0
11,edgar/data/885639/0001193125-14-111392.txt,2014-03-24,885639,DEF 14A,KOHLS Corp,With resolved,"proposal for a vote at the annual meeting of shareholders, then the proposal will be voted upon. in ",s of kohl s and its shareholders. the board therefore recommends that you vote against this proposal,0
6,edgar/data/8868/0001193125-14-118067.txt,2014-03-27,8868,DEF 14A,AVON PRODUCTS INC,Without resolved,"proposals, if properly presented; and 5 transact such other business as may properly come before the",usecoopers llp as independent registered public accounting firm for 2014 for 60 shareholder proposal,0
6,edgar/data/8868/0001193125-14-118067.txt,2014-03-27,8868,DEF 14A,AVON PRODUCTS INC,Without resolved,proposal 3 ratification of appointment of independent registered public accounting firm the audit co,coopers llp as independent registered public accounting firm for 2014. 61 table of contents proposal,0
6,edgar/data/8868/0001193125-14-118067.txt,2014-03-27,8868,DEF 14A,AVON PRODUCTS INC,Without resolved,proposal. 62 table of contents board of directors statement on proposal 4 the board of directors and,of the company or our shareholders. the board of directors recommends that you vote against proposal,0
6,edgar/data/8868/0001193125-14-118067.txt,2014-03-27,8868,DEF 14A,AVON PRODUCTS INC,Without resolved,proposal 5 consumer safety is a top priority at avon. we are committed to offering safe and effectiv," resources without benefit to them. the board of directors recommends that you vote against proposal",0
6,edgar/data/8868/0001193125-14-118067.txt,2014-03-27,8868,DEF 14A,AVON PRODUCTS INC,Without resolved,proposals for 2015 annual meeting if you are a shareholder and you wish to bring an item of business,he corresponding numbered box es to the right. the board of directors recommends a vote for proposal,0
9,edgar/data/895421/0001193125-14-121355.txt,2014-03-28,895421,DEF 14A,MORGAN STANLEY,Without resolved,proposal to approve the compensation of executives as disclosed in the proxy statement non binding a,ent non binding advisory resolution our board unanimously recommends that you vote for this proposal,0
9,edgar/data/895421/0001193125-14-121355.txt,2014-03-28,895421,DEF 14A,MORGAN STANLEY,Without resolved,"proposal is not binding, the cmds committee, which is comprised solely of independent directors and ",015 annual meeting of shareholders. our board unanimously recommends that you vote for this proposal,0
9,edgar/data/895421/0001193125-14-121355.txt,2014-03-28,895421,DEF 14A,MORGAN STANLEY,Without resolved,proposal unless otherwise instructed. 62 table of contents shareholder proposal the company sets for,mmediately follows the proposal. the board recommends that you vote against the shareholder proposal,0
9,edgar/data/895421/0001193125-14-121355.txt,2014-03-28,895421,DEF 14A,MORGAN STANLEY,Without resolved,proposal may be voted on at the annual meeting only if properly presented by the shareholder propone," regarding a report on lobbying our board unanimously recommends that you vote against this proposal",0
9,edgar/data/895421/0001193125-14-121355.txt,2014-03-28,895421,DEF 14A,MORGAN STANLEY,Without resolved,"proposal and related supporting statement at the annual meeting. whereas, corporate lobbying exposes","irect, and grassroots lobbying. our board unanimously recommends that you vote against this proposal",0
9,edgar/data/895421/0001193125-14-121355.txt,2014-03-28,895421,DEF 14A,MORGAN STANLEY,Without resolved,"proposal in the following manner: 1 morgan stanley s subsidiaries, ms co. and mssb, may vote uninstr","ng and entitled to vote thereon for, against and abstain vote against no effect shareholder proposal",0
9,edgar/data/895421/0001193125-14-121355.txt,2014-03-28,895421,DEF 14A,MORGAN STANLEY,Without resolved,proposal or nominate a director for the 2015 annual meeting shareholders intending to present a prop," mark votes as shown using black or blue ink x morgan stanley s board recommends a vote for proposal",0
9,edgar/data/895421/0001193125-14-121355.txt,2014-03-28,895421,DEF 14A,MORGAN STANLEY,Without resolved,proposals 4 below: 4. shareholder proposal regarding a report on lobbying for against abstain sign e," mark votes as shown using black or blue ink x morgan stanley s board recommends a vote for proposal",0
9,edgar/data/895421/0001193125-14-121355.txt,2014-03-28,895421,DEF 14A,MORGAN STANLEY,Without resolved,"proposal for which i do not give voting instructions, b state street will vote with respect to all s"," mark votes as shown using black or blue ink x morgan stanley s board recommends a vote for proposal",0
9,edgar/data/898173/0000898173-14-000076.txt,2014-03-21,898173,DEF 14A,O REILLY AUTOMOTIVE INC,With resolved,"proposal is commonly referred to as a say on pay proposal. as required by these rules, the company i",oval of the company s executive officer compensation as described in this proxy statement.34proposal,0
9,edgar/data/898173/0000898173-14-000076.txt,2014-03-21,898173,DEF 14A,O REILLY AUTOMOTIVE INC,With resolved,"proposal 5 shareholder proposal entitled executives to retain significant stockthe company has been ","not in the best interests of the shareholders and, therefore, recommends a vote against the proposal",0
6,edgar/data/92103/0001206774-14-000882.txt,2014-03-14,92103,DEF 14A,SOUTHERN CALIFORNIA EDISON CO,With resolved,"proposal is included below as submitted by the proponent, and has not been endorsed or verified by e"," an independent director item 4 on your proxy card and recommends that you vote against the proposal",0
14,edgar/data/92230/0001193125-14-102351.txt,2014-03-17,92230,DEF 14A,BB&T CORP,With resolved,proposal. this proposal will be voted on only if properly presented at the annual meeting. the board,sal is not in the best interests of bb t and its shareholders and recommends a vote against proposal,0
